ILOC_CODE_2016,OH_R_Tot_DS_SH,OH_R_Tot_DS_SDRTHT,OH_R_Tot_DS_FA,OH_R_Tot_DS_OD_C,OH_R_Tot_DS_OD_CH,OH_R_Tot_DS_OD_IH_t_SO,OH_R_Tot_OD_HF_a_SO,OH_R_Tot_DS_OD_Tot,OH_R_Tot_DS_NS,OH_R_Tot_DS_Tot,OH_OTT_DS_SH,OH_OTT_DS_SDRTHT,OH_OTT_DS_FA,OH_OTT_DS_OD_C,OH_OTT_DS_OD_CH,OH_OTT_DS_OD_IH_t_SO,OH_OTT_OD_HF_a_SO,OH_OTT_DS_OD_Tot,OH_OTT_DS_NS,OH_OTT_DS_Tot,OH_T_NS_DS_SH,OH_T_NS_DS_SDRTHT,OH_T_NS_DS_FA,OH_T_NS_DS_OD_C,OH_T_NS_DS_OD_CH,OH_T_NS_DS_OD_IH_t_SO,OH_T_NS_OD_HF_a_SO,OH_T_NS_DS_OD_Tot,OH_T_NS_DS_NS,OH_T_NS_DS_Tot,OH_Tot_DS_SHouse,OH_Tot_DS_SDRTHT,OH_Tot_DS_F_u_or_a,OH_Tot_DS_OD_C,OH_Tot_DS_OD_CH,OH_Tot_DS_OD_IH_t_SO,OH_Tot_DS_OD_HF_a_to_a_s_o,OH_Tot_DS_OD_Tot,OH_Tot_DS_NS,OH_Tot_Tot,T_h_OO_DS_SH,T_h_OO_DS_SDRTHT,T_h_OO_DS_FA,T_h_OO_DS_OD_C,T_h_OO_DS_OD_CH,T_h_OO_DS_OD_IH_t_SO,T_h_OO_OD_HF_a_SO,T_h_OO_DS_OD_Tot,T_h_OO_DS_NS,T_h_OO_DS_Tot,T_h_M_DS_SH,T_h_M_DS_SDRTHT,T_h_M_DS_FA,T_h_M_DS_OD_C,T_h_M_DS_OD_CH,T_h_M_DS_OD_IH_t_SO,T_h_M_OD_HF_a_SO,T_h_M_DS_OD_Tot,T_h_M_DS_NS,T_h_M_DS_Tot,T_h_RREA_DS_SH,T_h_RREA_DS_SDRTHT,T_h_RREA_DS_FA,T_h_RREA_DS_OD_C,T_h_RREA_DS_OD_CH,T_h_RREA_DS_OD_IH_t_SO,T_h_RREA_OD_HF_a_SO,T_h_RREA_DS_OD_Tot,T_h_RREA_DS_NS,T_h_RREA_DS_Tot,T_h_RHA_DS_SH,T_h_RHA_DS_SDRTHT,T_h_RHA_DS_FA,T_h_RHA_DS_OD_C,T_h_RHA_DS_OD_CH,T_h_RHA_DS_OD_IH_t_SO,T_h_RHA_OD_HF_a_SO,T_h_RHA_DS_OD_Tot,T_h_RHA_DS_NS,T_h_RHA_DS_Tot,T_h_R_PSH_DS_SH,T_h_R_PSH_DS_SDRTHT,T_h_R_PSH_DS_FA,T_h_R_PSH_DS_OD_C,T_h_R_PSH_DS_OD_CH,T_h_R_PSH_DS_OD_IH_t_SO,T_h_R_PSH_OD_HF_a_SO,T_h_R_PSH_DS_OD_Tot,T_h_R_PSH_DS_NS,T_h_R_PSH_DS_Tot,T_h_R_HCC_DS_SH,T_h_R_HCC_DS_SDRTHT,T_h_R_HCC_DS_FA,T_h_R_HCC_DS_OD_C,T_h_R_HCC_DS_OD_CH,T_h_R_HCC_DS_OD_IH_t_SO,T_h_R_HCC_OD_HF_a_SO,T_h_R_HCC_DS_OD_Tot,T_h_R_HCC_DS_NS,T_h_R_HCC_DS_Tot,T_h_R_OLT_DS_SH,T_h_R_OLT_DS_SDRTHT,T_h_R_OLT_DS_FA,T_h_R_OLT_DS_OD_C,T_h_R_OLT_DS_OD_CH,T_h_R_OLT_DS_OD_IH_t_SO,T_h_R_OLT_OD_HF_a_SO,T_h_R_OLT_DS_OD_Tot,T_h_R_OLT_DS_NS,T_h_R_OLT_DS_Tot,T_h_R_LNS_DS_SH,T_h_R_LNS_DS_SDRTHT,T_h_R_LNS_DS_FA,T_h_R_LNS_DS_OD_C,T_h_R_LNS_DS_OD_CH,T_h_R_LNS_DS_OD_IH_t_SO,T_h_R_LNS_OD_HF_a_SO,T_h_R_LNS_DS_OD_Tot,T_h_R_LNS_DS_NS,T_h_R_LNS_DS_Tot,T_h_R_Tot_DS_SH,T_h_R_Tot_DS_SDRTHT,T_h_R_Tot_DS_FA,T_h_R_Tot_DS_OD_C,T_h_R_Tot_DS_OD_CH,T_h_R_Tot_DS_OD_IH_t_SO,T_h_R_Tot_OD_HF_a_SO,T_h_R_Tot_DS_OD_Tot,T_h_R_Tot_DS_NS,T_h_R_Tot_DS_Tot,T_h_OTT_DS_SH,T_h_OTT_DS_SDRTHT,T_h_OTT_DS_FA,T_h_OTT_DS_OD_C,T_h_OTT_DS_OD_CH,T_h_OTT_DS_OD_IH_t_SO,T_h_OTT_OD_HF_a_SO,T_h_OTT_DS_OD_Tot,T_h_OTT_DS_NS,T_h_OTT_DS_Tot,T_h_T_NS_DS_SH,T_h_T_NS_DS_SDRTHT,T_h_T_NS_DS_FA,T_h_T_NS_DS_OD_C,T_h_T_NS_DS_OD_CH,T_h_T_NS_DS_OD_IH_t_SO,T_h_T_NS_OD_HF_a_SO,T_h_T_NS_DS_OD_Tot,T_h_T_NS_DS_NS,T_h_T_NS_DS_Tot,T_h_Tot_DS_SH,T_h_Tot_DS_SDRTHT,T_h_Tot_DS_FA,T_h_Tot_DS_OD_C,T_h_Tot_DS_OD_CH,T_h_Tot_DS_OD_IH_t_SO,T_h_Tot_OD_HF_a_SO,T_h_Tot_DS_OD_Tot,T_h_Tot_DS_NS,T_h_Tot_DS_Tot
ILOC10700711,513,172,8,0,0,0,0,0,0,699,15,7,0,0,0,0,0,0,0,14,41,8,0,0,0,0,0,0,0,52,1899,332,17,0,0,0,0,0,0,2250,438,62,0,0,0,0,0,0,0,504,943,82,11,0,0,0,0,0,0,1040,343,68,8,0,0,0,0,0,0,420,126,96,0,0,0,0,0,0,0,229,91,19,0,0,0,0,0,0,0,111,4,5,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,4,582,197,8,0,0,0,0,0,0,783,11,5,0,0,0,0,0,0,0,18,50,8,0,0,0,0,0,0,0,57,2027,360,17,0,0,0,0,0,0,2408
ILOC10700712,269,22,4,0,0,0,0,0,0,292,8,0,0,0,0,0,0,0,0,8,48,0,0,0,0,0,0,0,0,50,1715,42,3,0,0,0,0,0,0,1760,629,5,0,0,0,0,0,0,0,636,821,17,0,0,0,0,0,0,0,836,206,21,4,0,0,0,0,0,0,225,40,0,0,0,0,0,0,0,0,40,51,3,0,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,307,18,4,0,0,0,0,0,0,335,8,0,0,0,0,0,0,0,0,8,53,0,0,0,0,0,0,0,0,55,1814,44,3,0,0,0,0,0,0,1863
ILOC10700713,433,97,3,0,0,0,0,0,0,538,5,0,0,0,0,0,0,0,0,9,25,8,0,0,0,0,0,0,0,36,1710,200,8,0,0,0,0,0,3,1922,356,27,0,0,0,0,0,0,0,385,937,71,3,0,0,0,0,0,0,1007,334,74,3,0,0,0,0,0,0,411,55,7,0,0,0,0,0,0,0,64,81,13,4,0,0,0,0,0,0,96,5,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,490,103,3,0,0,0,0,0,0,597,8,0,0,0,0,0,0,0,0,8,35,8,0,0,0,0,0,0,0,38,1813,212,8,0,0,0,0,0,3,2036
ILOC10700801,2104,1544,3438,0,0,0,65,65,41,7192,58,26,40,0,0,0,0,0,0,129,347,106,169,0,0,0,4,7,18,655,9112,3509,5569,0,0,0,119,123,89,18401,3790,666,655,0,0,0,21,21,8,5137,2846,1176,1277,0,0,0,24,30,14,5337,923,708,2237,0,0,0,37,37,17,3919,310,537,751,0,0,0,0,0,3,1601,658,204,334,0,0,0,19,19,20,1229,38,44,75,0,0,0,0,0,0,154,146,47,50,0,0,0,3,3,3,254,58,23,27,0,0,0,5,5,0,113,2127,1562,3469,0,0,0,65,65,46,7271,63,26,40,0,0,0,0,0,0,132,351,106,169,0,0,0,4,7,18,657,9179,3536,5613,0,0,0,119,123,89,18540
ILOC10700802,3940,1489,1255,0,0,0,51,52,56,6789,84,32,25,0,0,0,3,3,0,141,516,109,93,0,0,0,0,0,11,722,15480,3629,1870,0,5,3,73,73,84,21147,6012,675,180,0,0,0,9,9,5,6879,5021,1334,329,0,0,0,9,12,18,6706,1727,665,355,0,0,0,35,38,29,2811,1132,488,716,0,0,0,0,0,6,2347,841,236,76,0,0,0,7,7,13,1178,62,78,89,0,0,0,0,0,0,226,199,34,25,0,0,0,3,6,3,273,95,13,11,0,0,0,0,0,0,125,4054,1517,1278,0,0,0,52,55,56,6957,83,32,25,0,0,0,3,3,0,140,518,110,90,0,0,0,0,0,11,731,15691,3664,1900,0,5,3,73,80,84,21411
ILOC10700803,2656,1444,643,0,0,0,69,74,32,4844,64,22,50,0,0,0,0,0,0,134,290,107,57,0,0,0,4,4,3,455,13392,4515,930,0,0,0,97,94,66,18997,5703,987,107,0,0,0,11,11,7,6820,4811,1983,78,0,0,0,7,7,16,6900,1498,824,210,0,0,0,59,61,18,2617,726,409,341,0,0,0,0,0,0,1472,426,169,34,0,0,0,11,11,10,657,35,48,60,0,0,0,0,0,0,141,52,18,6,0,0,0,3,3,0,81,53,16,0,0,0,0,0,0,0,74,2790,1483,655,0,0,0,75,74,32,5035,64,20,52,0,0,0,0,0,0,139,290,107,57,0,0,0,4,4,3,464,13668,4582,950,0,0,0,95,98,64,19360
ILOC10700804,4189,2239,12894,0,0,0,200,203,87,19611,127,53,123,0,0,0,7,7,3,307,697,180,654,0,0,0,15,15,33,1582,22807,5448,19242,0,4,0,310,318,165,47979,10337,1133,2136,0,0,0,51,50,17,13676,7562,1862,3455,0,0,0,42,46,25,12953,2541,1121,9661,0,0,0,149,150,57,13528,426,701,1698,0,0,0,5,5,0,2835,987,277,1161,0,0,0,35,35,20,2474,70,116,189,0,0,0,0,0,0,375,155,43,212,0,0,0,12,12,7,428,125,42,111,0,0,0,3,3,7,286,4305,2295,13033,0,0,0,201,206,90,19921,133,53,122,0,0,0,7,7,3,318,713,183,661,0,0,0,15,15,33,1610,23045,5525,19419,0,4,0,315,322,169,48468
ILOC10700901,6328,3062,5236,43,3,18,130,195,126,14942,155,54,50,0,0,0,3,3,0,266,805,195,316,3,0,3,16,19,38,1386,22739,5551,7664,72,3,29,236,344,193,36495,8583,830,961,21,0,0,48,72,15,10458,6994,1417,1098,3,0,3,47,53,13,9578,3633,1394,3548,0,3,9,87,100,74,8747,928,1162,933,0,0,0,12,12,11,3044,1447,328,460,5,0,5,24,33,26,2291,69,110,152,0,0,0,3,9,3,341,320,82,127,39,0,4,7,51,7,583,127,36,66,0,0,0,3,3,3,235,6518,3103,5286,45,3,25,133,202,129,15239,163,54,47,0,0,0,3,3,0,273,827,196,321,3,0,3,16,19,40,1408,23085,5602,7721,79,3,31,242,354,197,36954
ILOC10700902,3449,1043,102,0,0,3,27,37,37,4669,81,20,3,0,0,0,0,0,0,106,466,63,3,0,0,0,12,12,19,567,18381,1770,139,0,0,3,99,107,82,20470,7850,233,13,0,0,0,36,32,10,8135,6610,402,22,0,0,0,31,35,17,7080,1915,300,47,0,0,4,25,25,25,2317,658,621,31,0,0,0,0,0,0,1310,690,75,21,0,0,0,8,4,6,796,62,44,0,0,0,0,0,0,0,105,176,19,3,0,0,0,3,3,0,208,56,3,3,0,0,0,0,0,0,72,3562,1066,104,0,0,3,35,34,37,4805,83,20,3,0,0,0,0,0,0,107,474,64,3,0,0,0,12,12,19,571,18582,1793,144,0,0,3,108,110,82,20708
ILOC10701001,773,13,20,37,3,4,0,44,23,884,64,0,0,0,0,0,0,0,0,68,150,3,0,3,0,0,0,9,11,170,7444,29,29,43,9,4,12,73,80,7655,2786,3,7,9,0,0,3,10,27,2833,3912,0,0,0,0,3,10,13,21,3946,469,10,16,0,0,0,0,0,4,495,3,0,0,0,0,0,0,0,0,4,289,3,5,4,0,0,0,4,13,313,3,6,0,0,0,0,0,0,0,10,33,3,0,33,5,0,0,43,7,80,44,0,0,0,0,3,0,3,4,54,844,17,20,33,10,4,0,49,23,960,67,0,0,0,0,0,0,0,0,71,151,3,0,3,0,0,0,9,11,172,7763,26,29,46,6,4,12,75,82,7977
ILOC10701002,836,522,194,0,0,0,4,4,12,1567,22,10,20,0,0,0,0,0,0,53,68,35,20,0,0,0,0,0,3,125,3076,991,336,0,0,0,5,5,18,4421,1084,267,71,0,0,0,0,0,0,1419,1146,165,30,0,0,0,0,0,5,1353,597,400,164,0,0,0,4,4,9,1165,138,70,8,0,0,0,0,0,0,219,151,38,25,0,0,0,0,0,3,219,9,13,7,0,0,0,0,0,0,26,39,21,0,0,0,0,0,0,0,67,15,6,0,0,0,0,0,0,0,23,950,555,200,0,0,0,4,4,12,1717,22,10,22,0,0,0,0,0,0,56,72,38,20,0,0,0,0,0,3,132,3276,1025,344,0,0,0,5,5,21,4678
ILOC10701003,1462,624,83,8,8,0,14,34,28,2236,35,10,0,0,0,0,0,0,0,47,134,36,3,0,9,0,0,7,5,189,6687,1060,107,12,34,12,21,77,58,7991,2033,174,9,0,20,0,0,24,13,2249,3218,235,19,0,0,5,0,8,16,3490,885,424,79,0,0,0,10,15,24,1420,320,158,0,0,0,0,0,0,3,487,268,58,10,0,0,0,0,3,3,351,42,24,0,0,0,0,0,0,0,69,101,15,0,8,8,0,0,15,0,129,31,3,0,0,0,0,0,0,0,36,1655,685,91,8,8,0,14,34,30,2492,40,12,0,0,0,0,0,0,0,50,146,36,3,0,9,0,0,7,9,203,7085,1138,112,12,34,12,21,77,65,8476
ILOC10701101,4208,2596,5835,4,0,7,70,80,76,12797,92,80,66,0,0,0,0,0,0,242,509,188,271,0,0,0,9,9,40,1016,18962,6152,8503,5,0,11,134,152,170,33940,7378,1013,626,0,0,3,23,23,20,9068,6922,2288,1707,0,0,0,43,40,41,10997,2728,1524,4220,3,0,3,50,53,48,8580,460,641,1037,0,0,0,0,0,7,2138,911,285,436,0,0,3,12,13,19,1663,47,133,139,0,0,0,0,0,0,325,146,37,45,0,0,0,3,4,4,234,83,36,39,0,0,0,3,3,0,154,4373,2655,5908,4,0,7,70,80,76,13098,96,80,66,0,0,0,0,0,0,239,513,193,273,0,0,0,9,9,41,1030,19284,6224,8593,5,0,11,141,151,172,34430
ILOC10701201,7782,1693,8958,4,14,0,60,77,121,18634,331,309,710,0,0,0,0,0,5,1357,990,175,424,0,3,0,3,9,50,1650,67098,6136,18471,18,50,0,94,165,266,92130,29204,2228,3882,9,30,0,11,51,52,35412,29004,1740,4516,3,3,0,13,19,43,35312,5358,1120,6875,3,0,0,38,37,64,13453,113,208,357,0,0,0,0,0,0,673,1931,240,1172,0,0,0,13,15,42,3395,102,83,406,0,0,0,0,0,11,595,199,39,115,4,10,0,9,21,10,390,198,24,89,0,0,0,4,5,3,315,7895,1720,9016,4,14,0,60,79,121,18827,337,309,710,0,0,0,0,0,5,1365,1002,175,428,0,3,0,5,14,50,1667,67434,6167,18553,18,50,0,89,167,269,92584
ILOC10701301,3437,3101,10054,0,0,0,85,85,95,16770,129,125,183,0,0,0,4,4,19,466,456,159,353,0,0,0,3,3,45,1017,22207,7419,15612,8,5,0,112,122,230,45590,9992,1940,1878,8,3,0,10,15,36,13864,8269,2112,3156,0,0,0,13,13,34,13578,2098,1846,7841,0,0,0,63,67,51,11901,223,575,822,0,0,0,0,0,0,1616,963,406,1171,0,0,0,16,16,15,2577,31,152,132,0,0,0,0,0,14,329,80,117,90,0,0,0,7,7,11,301,93,38,49,0,0,0,0,0,0,182,3490,3135,10110,0,0,0,85,85,95,16910,129,125,185,0,0,0,4,4,19,467,463,159,359,0,0,0,3,3,45,1021,22342,7466,15684,8,5,0,112,122,228,45844
ILOC10701401,2385,1300,5178,3,0,0,110,110,54,9024,82,47,53,0,0,0,0,0,0,179,349,110,251,0,0,0,4,4,39,753,15307,4004,8786,3,0,0,143,143,110,28350,7132,1305,1205,0,0,0,15,16,10,9666,5437,1251,2114,0,0,0,19,19,19,8836,1517,677,4021,0,0,0,69,74,33,6325,291,417,359,0,0,0,0,0,4,1063,512,130,697,0,0,0,31,33,10,1381,30,50,52,0,0,0,0,0,0,139,63,38,53,0,0,0,3,3,0,161,58,14,32,0,0,0,0,0,0,114,2473,1329,5220,3,0,0,109,108,54,9189,82,47,53,0,0,0,0,0,0,179,357,112,248,0,0,0,4,4,39,759,15478,4046,8843,3,0,0,139,147,110,28624
ILOC10701402,1372,485,4234,0,0,0,85,89,22,6201,53,5,57,0,0,0,3,3,0,117,226,41,173,0,0,0,5,3,3,449,10611,1635,7463,0,4,3,121,126,54,19891,5149,566,1265,0,4,0,14,14,17,7014,3864,538,1750,0,0,0,11,11,5,6176,935,310,3462,0,0,0,62,62,12,4795,24,48,135,0,0,0,0,0,0,206,356,87,561,0,0,0,13,14,9,1026,21,16,27,0,0,0,0,0,0,61,29,17,43,0,0,0,5,5,0,103,37,7,32,0,0,0,3,3,0,81,1409,493,4264,0,0,0,88,90,26,6278,53,5,57,0,0,0,3,3,0,117,231,41,173,0,0,0,4,3,3,452,10706,1644,7507,0,4,3,121,128,55,20039
ILOC10701501,806,283,252,8,0,0,15,27,13,1379,16,3,112,0,0,0,0,0,0,136,102,13,33,0,0,0,0,3,6,149,5875,866,635,25,4,0,25,51,63,7489,2947,356,194,12,0,0,3,19,36,3550,2101,227,51,3,0,0,0,4,3,2387,494,223,154,0,0,0,8,8,5,886,39,17,19,0,0,0,0,0,0,74,270,47,43,0,0,0,4,9,3,365,9,0,34,0,0,0,0,0,0,41,30,0,7,4,3,0,5,9,5,59,27,4,9,0,0,0,0,0,0,35,861,294,263,8,7,0,15,26,13,1458,16,3,112,0,0,0,0,0,0,134,103,13,35,0,0,0,0,3,6,158,6033,885,655,27,7,0,25,54,63,7688
ILOC10701502,3403,1573,632,8,30,0,24,63,27,5701,53,66,4,3,0,0,0,3,26,150,366,123,26,3,20,0,3,24,10,551,17964,3169,876,46,244,0,41,340,115,22462,6931,780,123,34,196,0,11,241,32,8102,7701,656,99,3,10,0,5,14,19,8498,1943,961,448,0,0,0,9,13,11,3377,1061,414,134,0,0,0,0,0,4,1614,705,205,77,4,0,0,14,17,6,1013,35,48,5,0,0,0,0,0,3,88,54,13,4,10,24,0,0,34,3,114,43,19,8,0,0,0,0,0,0,75,3843,1677,673,13,31,0,26,66,24,6286,56,63,4,3,0,0,0,3,26,156,408,127,26,3,20,0,3,24,10,599,18944,3305,931,53,250,0,45,351,112,23643
ILOC10701601,748,3328,4029,0,0,0,159,157,75,8329,16,42,22,0,0,0,0,0,3,86,67,205,151,0,0,0,13,13,11,439,3543,11383,5909,4,3,0,220,221,137,21195,1303,3509,719,0,0,0,19,23,28,5584,1430,4358,991,0,0,0,33,35,27,6837,584,2439,2943,0,0,0,98,96,38,6102,27,294,592,0,0,0,0,0,3,914,135,596,442,0,0,0,49,49,23,1244,8,12,77,0,0,0,0,0,0,101,5,42,31,0,0,0,3,3,3,96,6,34,50,0,0,0,3,3,0,101,773,3417,4133,0,0,0,158,159,74,8558,16,43,20,0,0,0,0,0,3,92,69,208,156,0,0,0,13,13,11,448,3595,11535,6022,4,3,0,220,226,142,21515
ILOC10701701,5699,2319,5392,0,0,0,30,33,62,13497,116,52,60,0,0,0,0,0,0,234,646,177,318,0,0,0,10,7,13,1165,22587,4353,7593,0,0,0,64,69,99,34697,7195,508,638,0,0,0,6,6,6,8354,9190,1305,1191,0,0,0,23,18,21,11725,2956,1238,3606,0,0,0,20,23,22,7851,1636,827,1322,0,0,0,0,0,22,3807,836,157,306,0,0,0,0,0,10,1314,51,94,142,0,0,0,0,0,3,288,528,73,80,0,0,0,0,0,5,687,92,20,55,0,0,0,0,0,7,169,6101,2408,5512,0,0,0,27,30,61,14117,122,55,58,0,0,0,0,0,0,239,675,179,326,0,0,0,9,12,17,1207,23284,4465,7732,0,0,0,64,71,106,35648
ILOC10701702,3626,717,22,0,0,5,11,10,33,4401,121,7,0,0,0,0,0,0,0,127,529,36,0,0,0,0,0,3,55,629,20305,1662,32,0,0,9,14,22,120,22144,5305,209,0,0,0,0,3,6,9,5525,10872,698,12,0,0,0,7,6,23,11612,2490,489,15,0,0,0,10,7,12,3010,189,138,0,0,0,0,0,0,0,328,778,83,3,0,0,0,0,0,12,876,49,5,0,0,0,0,0,0,0,52,194,20,0,0,0,0,0,0,13,220,93,7,0,0,0,0,0,0,4,104,3787,744,22,0,0,5,11,10,36,4593,127,5,0,0,0,0,0,0,0,128,539,37,0,0,0,0,0,3,55,634,20624,1696,32,0,0,9,14,25,126,22506
ILOC10701801,46,0,0,0,0,0,0,0,0,46,3,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,12,130,0,0,0,0,0,0,0,0,130,48,0,0,0,0,0,0,0,0,48,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,7,42,0,0,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,13,132,0,0,0,0,0,0,0,0,132
ILOC10701901,1680,3032,8749,0,0,5,524,530,128,14112,41,45,53,0,0,0,0,0,0,142,224,223,372,0,0,0,36,36,57,911,8144,9106,12877,0,0,5,691,694,229,31052,3438,2384,1218,0,0,0,63,63,19,7123,2835,3469,2520,0,0,0,66,71,24,8920,1111,2299,7004,0,0,4,394,396,85,10893,105,133,630,0,0,0,0,0,0,875,445,599,1003,0,0,0,121,122,37,2205,57,60,166,0,0,0,4,4,3,290,25,32,60,0,0,0,15,15,3,134,35,20,69,0,0,0,8,8,0,132,1785,3146,8929,0,0,5,542,544,134,14535,41,47,54,0,0,0,0,0,0,148,229,227,378,0,0,0,37,37,60,938,8327,9277,13110,0,0,5,706,711,234,31667
ILOC10702001,4284,1824,12705,3,11,4,118,140,127,19075,164,307,501,0,0,3,0,5,4,976,678,208,679,0,0,18,6,22,47,1641,35781,5775,24796,3,32,27,171,229,244,66824,14989,2003,4893,3,13,0,14,36,36,21958,15885,1450,6078,0,0,0,26,30,40,23481,2764,877,9783,0,0,0,67,64,62,13554,184,381,486,0,0,0,0,0,0,1059,1191,336,2061,0,0,3,49,58,58,3699,38,128,252,0,0,0,0,0,0,413,82,86,105,0,12,0,5,18,3,298,98,36,125,0,0,0,0,0,6,267,4366,1846,12809,3,16,4,121,142,130,19287,164,306,506,0,0,3,0,5,4,982,690,208,691,0,0,19,6,30,50,1666,36093,5818,24981,3,33,34,167,237,248,67373
ILOC10702002,1619,408,1272,0,23,5,51,76,76,3448,68,185,156,0,0,0,0,0,0,409,297,67,149,0,15,0,0,18,10,541,14473,2071,3491,4,117,8,87,212,135,20369,6305,818,1114,0,79,0,21,96,29,8359,6292,597,817,0,3,0,14,19,15,7739,1016,237,958,0,0,3,37,41,40,2291,3,0,8,0,0,0,0,0,0,9,554,117,279,0,9,0,13,18,19,990,10,28,23,0,0,0,0,0,0,62,29,16,14,0,8,0,0,8,5,69,41,7,10,0,3,0,0,3,3,71,1649,410,1282,0,23,5,46,79,76,3496,75,185,158,0,0,0,0,0,0,416,307,67,149,0,15,0,0,15,10,551,14622,2075,3516,4,121,8,84,216,135,20562
ILOC10702101,926,1020,10727,0,0,0,119,119,59,12858,13,11,120,0,0,0,0,0,0,145,93,48,431,0,0,0,3,3,23,599,2737,1848,15124,0,0,0,168,168,106,19993,920,234,1146,0,0,0,11,11,10,2324,797,535,2713,0,0,0,36,36,11,4092,509,566,8779,0,0,0,94,94,47,9997,147,167,661,0,0,0,0,0,0,981,237,139,1077,0,0,0,27,27,10,1485,13,48,158,0,0,0,0,0,0,217,31,111,89,0,0,0,0,0,0,236,13,4,58,0,0,0,3,3,0,83,952,1035,10828,0,0,0,119,119,59,13001,13,11,120,0,0,0,0,0,0,149,89,50,439,0,0,0,3,3,23,605,2778,1875,15242,0,0,0,172,172,111,20173
ILOC10702102,2369,2029,2019,0,0,0,29,33,39,6491,55,27,99,0,0,0,0,0,0,182,207,106,100,0,0,0,0,0,7,419,9699,4907,3227,0,5,0,37,39,71,17951,3680,853,384,0,0,0,0,5,7,4926,3421,1896,629,0,0,0,8,4,17,5973,1183,1155,1148,0,0,0,24,25,24,3544,677,463,565,0,0,0,0,3,0,1707,402,236,173,0,0,0,8,8,4,821,14,45,133,0,0,0,0,0,3,196,135,143,22,0,0,0,0,0,4,304,34,16,12,0,0,0,0,0,0,60,2443,2061,2057,0,0,0,27,29,39,6632,56,27,103,0,0,0,0,0,0,185,211,105,103,0,0,0,0,0,7,436,9821,4943,3268,0,5,0,35,43,71,18147
ILOC10702103,1431,1066,911,0,0,0,0,3,17,3425,38,25,293,0,0,0,0,0,0,357,180,57,100,0,0,0,0,0,15,346,9031,2148,1938,0,0,0,5,8,44,13170,3659,323,318,0,0,0,0,0,3,4309,3818,682,322,0,0,0,4,3,11,4830,1009,586,731,0,0,0,0,3,13,2336,82,341,44,0,0,0,0,0,0,471,334,107,73,0,0,0,0,0,5,517,7,50,51,0,0,0,0,0,0,110,30,4,8,0,0,0,0,0,0,45,27,8,10,0,0,0,0,0,0,45,1486,1107,910,0,0,0,0,3,17,3520,39,25,293,0,0,0,0,0,0,358,190,57,100,0,0,0,0,0,15,352,9186,2190,1945,0,0,0,5,8,44,13371
ILOC10702104,2030,953,1755,0,0,0,18,18,35,4790,57,13,10,0,0,0,0,0,3,87,276,74,102,0,0,0,3,3,9,471,7014,1638,2536,0,0,0,41,38,60,11281,2407,131,152,0,0,0,8,10,4,2702,2290,466,516,0,0,0,12,12,4,3286,915,322,1100,0,0,0,7,7,21,2365,444,443,403,0,0,0,3,3,0,1293,519,76,164,0,0,0,3,3,12,767,21,93,70,0,0,0,0,0,0,182,129,24,27,0,0,0,8,8,0,185,43,15,16,0,0,0,0,0,3,70,2060,970,1783,0,0,0,18,18,35,4867,63,13,15,0,0,0,0,0,3,96,284,72,109,0,0,0,3,3,9,479,7100,1657,2570,0,0,0,41,38,60,11429
ILOC10702201,1718,284,45,0,0,0,4,8,28,2083,25,0,0,0,0,0,0,0,0,30,162,12,0,0,0,0,0,0,5,178,7794,458,69,0,3,3,15,22,63,8404,2049,49,0,3,0,0,0,3,13,2117,4094,121,20,0,3,3,3,7,19,4271,1275,102,35,0,0,0,3,4,14,1434,192,200,3,0,0,0,0,0,0,392,337,34,0,0,0,0,0,0,12,387,17,12,3,0,0,0,0,0,0,31,63,6,0,0,0,0,0,0,3,66,38,0,0,0,0,0,0,0,7,40,1918,352,49,0,0,0,4,8,35,2353,33,3,0,0,0,0,0,0,0,36,169,12,0,0,0,0,0,0,7,198,8259,534,71,3,3,3,15,20,69,8965
ILOC10702202,1002,261,45,0,0,0,0,3,3,1315,14,3,0,0,0,0,0,0,0,18,91,11,3,0,0,0,0,0,0,106,5669,475,55,0,0,0,0,3,5,6207,1421,62,0,0,0,0,0,0,0,1486,3283,141,0,0,0,0,0,0,3,3435,809,209,42,0,0,0,0,0,4,1063,22,27,8,0,0,0,0,0,0,56,183,25,0,0,0,0,0,0,0,215,4,0,3,0,0,0,0,0,0,13,50,3,0,0,0,0,0,0,0,47,5,3,0,0,0,0,0,0,0,13,1075,271,53,0,0,0,0,3,5,1401,14,3,0,0,0,0,0,0,0,18,95,11,3,0,0,0,0,0,0,110,5890,488,57,0,0,0,0,3,10,6448
