ILOC_CODE_2016,M_0_4_Has_need_for_assist,M_0_4_Does_not_need_assist,M_0_4_Need_for_assistance_ns,M_0_4_Tot,M_5_14_Has_need_for_assist,M_5_14_Does_not_need_assist,M_5_14_Need_for_assistance_ns,M_5_14_Tot,M_15_19_Has_need_for_assist,M_15_19_Does_not_need_assist,M_15_19_Need_for_assist_ns,M_15_19_Tot,M_20_24_Has_need_for_assist,M_20_24_Does_not_need_assist,M_20_24_Need_for_assist_ns,M_20_24_Tot,M_25_34_Has_need_for_assist,M_25_34_Does_not_need_assist,M_25_34_Need_for_assist_ns,M_25_34_Tot,M_35_44_Has_need_for_assist,M_35_44_Does_not_need_assist,M_35_44_Need_for_assist_ns,M_35_44_Tot,M_45_54_Has_need_for_assist,M_45_54_Does_not_need_assist,M_45_54_Need_for_assist_ns,M_45_54_Tot,M_55_64_Has_need_for_assist,M_55_64_Does_not_need_assist,M_55_64_Need_for_assist_ns,M_55_64_Tot,M_65_over_Has_need_for_assist,M_65ov_Does_not_need_assist,M_65_over_Need_for_assist_ns,M_65_over_Tot,M_Tot_Has_need_for_assist,M_Tot_Does_not_need_assist,M_Tot_Need_for_assist_ns,M_Tot_Tot,F_0_4_Has_need_for_assist,F_0_4_Does_not_need_assist,F_0_4_Need_for_assistance_ns,F_0_4_Tot,F_5_14_Has_need_for_assist,F_5_14_Does_not_need_assist,F_5_14_Need_for_assistance_ns,F_5_14_Tot,F_15_19_Has_need_for_assist,F_15_19_Does_not_need_assist,F_15_19_Need_for_assist_ns,F_15_19_Tot,F_20_24_Has_need_for_assist,F_20_24_Does_not_need_assist,F_20_24_Need_for_assist_ns,F_20_24_Tot,F_25_34_Has_need_for_assist,F_25_34_Does_not_need_assist,F_25_34_Need_for_assist_ns,F_25_34_Tot,F_35_44_Has_need_for_assist,F_35_44_Does_not_need_assist,F_35_44_Need_for_assist_ns,F_35_44_Tot,F_45_54_Has_need_for_assist,F_45_54_Does_not_need_assist,F_45_54_Need_for_assist_ns,F_45_54_Tot,F_55_64_Has_need_for_assist,F_55_64_Does_not_need_assist,F_55_64_Need_for_assist_ns,F_55_64_Tot,F_65ov_Has_need_for_assist,F_65ov_Does_not_need_assist,F_65_over_Need_for_assist_ns,F_65_over_Tot,F_Tot_Has_need_for_assist,F_Tot_Does_not_need_assist,F_Tot_Need_for_assist_ns,F_Tot_Tot,P_0_4_Has_need_for_assist,P_0_4_Does_not_need_assist,P_0_4_Need_for_assistance_ns,P_0_4_Tot,P_5_14_Has_need_for_assist,P_5_14_Does_not_need_assist,P_5_14_Need_for_assistance_ns,P_5_14_Tot,P_15_19_Has_need_for_assist,P_15_19_Does_not_need_assist,P_15_19_Need_for_assist_ns,P_15_19_Tot,P_20_24_Has_need_for_assist,P_20_24_Does_not_need_assist,P_20_24_Need_for_assist_ns,P_20_24_Tot,P_25_34_Has_need_for_assist,P_25_34_Does_not_need_assist,P_25_34_Need_for_assist_ns,P_25_34_Tot,P_35_44_Has_need_for_assist,P_35_44_Does_not_need_assist,P_35_44_Need_for_assist_ns,P_35_44_Tot,P_45_54_Has_need_for_assist,P_45_54_Does_not_need_assist,P_45_54_Need_for_assist_ns,P_45_54_Tot,P_55_64_Has_need_for_assist,P_55_64_Does_not_need_assist,P_55_64_Need_for_assist_ns,P_55_64_Tot,P_65_over_Has_need_for_assist,P_65_ov_Does_not_need_assist,P_65_over_Need_for_assist_ns,P_65_over_Tot,P_Tot_Has_need_for_assist,P_Tot_Does_not_need_assist,P_Tot_Need_for_assist_ns,P_Tot_Tot
ILOC20100401,0,26,0,29,8,77,3,90,7,31,0,43,4,38,0,36,7,33,0,42,3,39,0,37,4,24,5,31,5,16,0,17,3,14,0,16,38,301,11,344,0,42,0,48,6,73,0,77,7,29,0,39,4,25,4,31,0,51,0,50,3,41,0,39,7,38,0,42,4,12,0,15,3,13,0,16,30,319,11,362,4,70,0,71,16,155,3,170,11,66,0,73,6,61,4,69,7,78,6,92,3,71,0,85,7,65,0,72,4,24,0,33,4,25,5,37,67,619,21,705
ILOC20100402,0,53,0,53,6,94,3,111,3,49,0,50,5,30,0,34,4,36,3,39,0,47,0,52,4,42,0,42,9,13,3,29,5,20,0,26,43,386,11,440,0,57,0,57,6,105,3,117,3,37,0,35,4,40,0,47,12,57,3,69,3,57,3,62,3,25,0,33,6,26,0,30,9,10,7,27,41,415,13,475,0,109,0,109,12,203,8,223,8,82,0,94,5,72,0,82,11,91,6,112,6,107,3,115,9,69,0,79,13,40,3,57,17,26,6,52,81,800,28,910
ILOC20100501,3,30,0,32,3,49,0,55,0,21,0,27,0,31,0,30,0,32,0,34,0,35,3,36,5,35,4,41,4,20,0,18,3,19,0,19,15,264,11,287,0,24,3,28,0,47,0,47,0,22,0,27,0,23,0,23,4,33,6,38,3,35,0,34,5,33,3,43,4,15,0,17,3,18,0,22,22,252,15,292,3,55,3,55,4,94,0,102,0,44,0,52,0,53,0,57,3,62,6,73,3,65,3,71,10,69,4,82,5,32,0,44,7,32,4,41,39,516,24,575
ILOC20100502,0,23,0,20,8,62,0,67,3,21,3,26,0,14,0,16,0,24,0,21,0,25,0,22,3,17,0,19,0,17,0,23,0,12,0,15,20,215,3,237,0,29,0,29,5,48,0,49,0,18,0,21,0,22,0,22,0,29,0,26,0,34,0,34,0,28,0,32,0,23,0,21,4,8,0,12,17,234,5,251,0,48,0,53,12,109,0,119,4,41,6,49,0,35,0,41,0,49,0,54,0,57,0,59,4,48,4,49,0,41,0,43,7,16,0,24,34,445,9,489
ILOC20100503,3,50,0,51,10,75,3,90,3,49,0,49,0,36,3,39,8,47,0,56,5,43,4,54,3,42,0,47,3,18,0,19,8,13,3,25,51,374,17,437,0,30,3,33,0,66,3,71,0,37,0,35,3,29,0,36,4,55,0,62,4,47,0,57,4,55,0,57,11,22,6,31,5,24,0,32,44,355,8,414,3,77,3,86,12,136,3,161,4,79,0,90,9,70,3,80,9,107,0,119,11,98,7,111,14,94,0,106,13,33,6,52,15,36,3,50,94,733,30,854
ILOC20100601,0,24,3,30,12,43,0,50,0,26,0,27,0,22,3,22,0,23,0,21,3,36,3,39,3,21,0,23,3,16,0,15,0,15,0,13,19,213,16,243,0,24,4,32,3,42,0,42,3,18,0,17,3,18,0,25,0,25,0,29,3,31,0,37,3,23,3,32,6,19,0,29,13,13,3,31,37,216,19,269,0,51,8,61,13,77,9,100,3,43,0,46,3,39,3,51,0,46,3,52,4,59,3,71,7,46,5,54,4,36,0,43,15,27,4,47,56,429,36,517
ILOC20100701,0,19,0,22,5,84,3,98,3,36,0,39,0,46,0,46,0,38,3,40,0,39,4,48,5,41,0,46,4,24,0,33,3,14,0,18,15,353,10,380,0,42,0,42,4,80,0,88,3,38,0,44,0,33,0,31,3,33,3,37,3,37,0,39,0,40,0,38,4,15,0,26,3,27,0,28,26,333,14,372,3,60,0,65,14,160,5,182,8,81,0,84,0,75,0,76,3,66,3,79,6,79,4,84,7,74,0,82,8,42,3,54,5,37,0,50,46,685,27,754
ILOC20100801,0,8,0,10,0,25,0,30,0,25,3,25,3,20,0,23,3,47,0,51,0,34,6,38,3,21,0,28,3,9,0,16,3,9,0,10,19,203,8,229,0,18,0,18,0,22,0,28,0,12,0,16,0,24,0,24,0,38,0,36,0,23,0,27,4,22,0,27,4,14,0,13,0,6,0,3,14,180,0,199,0,28,0,32,3,50,0,55,0,34,3,36,3,40,0,48,3,85,0,96,3,59,6,68,5,44,0,57,4,26,0,28,3,12,0,16,32,379,11,429
ILOC20100802,0,8,0,14,0,35,0,39,0,17,0,22,4,26,0,28,0,36,0,42,3,19,0,23,0,22,4,27,0,8,0,9,4,11,0,12,11,200,7,216,0,12,0,12,0,33,0,33,3,17,0,15,0,13,0,18,3,36,0,41,0,25,0,28,0,26,3,26,7,15,0,21,3,11,0,15,18,184,4,211,0,23,0,24,0,68,0,74,0,35,0,37,5,47,3,46,5,75,0,79,3,51,0,55,3,45,4,58,3,24,0,34,6,18,0,23,31,382,12,430
ILOC20100901,0,34,0,38,3,47,3,55,0,22,0,26,0,21,0,21,3,29,0,32,0,28,0,33,8,32,0,34,3,25,0,27,7,12,0,17,17,249,8,277,0,30,0,28,3,54,3,60,4,24,0,26,0,25,0,29,3,33,0,38,3,24,3,34,0,31,0,32,3,20,0,22,3,16,0,21,19,257,11,291,0,57,0,61,7,103,3,111,3,50,0,56,0,45,0,46,3,66,0,71,9,58,3,62,7,62,0,65,7,40,0,50,9,31,0,40,44,508,14,566
ILOC20101001,0,3,0,5,0,13,0,20,0,8,0,8,5,6,0,14,0,17,0,17,0,11,3,14,0,11,0,13,0,6,0,15,0,5,0,7,9,88,3,104,0,3,0,3,0,17,0,19,0,3,0,4,0,6,0,8,0,8,0,11,0,5,0,7,0,20,0,26,0,5,0,5,6,3,0,12,8,74,3,86,0,11,0,12,0,32,0,37,0,14,0,15,3,13,0,17,0,21,0,21,3,17,3,19,4,35,0,40,0,15,0,18,3,10,0,16,21,160,4,189
ILOC20101002,0,15,0,15,0,19,0,19,0,20,0,19,0,16,3,20,0,26,3,31,3,17,0,25,3,13,0,19,0,6,0,9,0,5,5,10,8,149,11,164,0,13,0,13,0,12,0,14,0,23,0,24,0,17,0,17,0,26,0,30,3,13,0,16,3,15,0,16,5,8,0,13,5,4,0,12,14,136,0,150,0,22,0,22,0,29,0,32,0,41,0,47,0,41,3,43,0,56,3,60,3,33,0,38,7,25,0,29,5,13,0,17,7,18,5,23,23,286,8,317
ILOC20101003,0,18,0,18,0,40,0,37,0,17,0,18,0,35,0,35,0,63,0,67,0,40,3,41,0,22,0,22,3,18,0,22,0,9,0,6,7,270,5,277,0,21,0,26,3,37,0,41,0,17,3,17,0,36,0,37,0,61,5,62,3,35,3,40,3,22,3,32,5,14,0,15,5,7,0,16,16,253,14,279,0,42,0,41,4,75,0,82,0,36,4,39,0,72,0,72,0,123,3,124,7,71,4,84,3,49,3,57,4,33,0,44,9,14,0,24,24,516,19,554
ILOC20101101,0,16,0,22,0,39,0,40,0,14,0,16,0,26,0,24,0,25,0,26,0,16,0,18,6,21,0,23,3,20,0,23,3,11,3,17,12,181,10,199,0,17,0,17,0,34,0,33,0,21,0,21,0,12,0,19,0,30,0,34,0,15,0,15,3,23,3,24,3,20,0,21,5,6,0,8,9,179,5,195,0,34,0,36,3,73,0,71,0,39,0,37,0,41,0,43,0,58,0,63,0,33,0,34,5,42,7,49,5,36,0,38,7,20,3,23,19,361,14,395
ILOC20101102,0,12,0,14,3,17,0,22,0,13,0,9,0,8,0,8,0,15,0,15,0,11,0,11,0,13,3,15,0,5,0,4,0,0,0,4,6,94,3,103,0,11,0,11,0,18,0,18,0,12,0,8,0,10,0,14,0,12,0,12,3,14,0,15,0,3,0,3,0,7,0,9,0,12,0,15,8,99,3,109,0,23,0,20,4,34,0,41,0,22,0,24,0,25,0,21,0,22,0,21,3,21,0,28,0,23,3,25,3,13,0,16,3,14,0,18,14,191,10,213
ILOC20101103,0,8,0,10,0,19,0,19,0,9,0,9,0,9,0,14,0,8,0,14,0,13,0,13,0,9,0,14,0,13,0,9,0,3,0,3,3,101,0,102,0,11,0,11,0,31,0,31,0,11,0,11,0,4,0,4,0,13,0,18,0,15,0,18,0,15,0,17,0,11,0,16,0,8,0,8,3,125,3,130,0,26,0,23,0,49,0,49,0,23,0,23,0,18,0,16,0,28,0,27,0,26,0,26,3,25,0,27,3,26,0,23,0,14,0,14,9,220,5,236
ILOC20101104,0,11,0,15,7,38,0,44,0,10,0,12,0,15,0,13,0,16,0,16,0,12,0,12,0,19,0,19,3,5,3,15,0,3,0,9,13,128,3,147,0,15,0,15,0,25,0,30,0,17,0,17,0,10,0,13,0,27,0,30,0,13,3,21,0,19,0,19,0,9,0,10,4,7,0,11,6,149,5,163,0,26,0,27,7,66,0,67,0,29,0,32,0,30,3,26,0,44,0,47,0,29,3,34,0,33,0,33,3,17,3,22,3,13,0,15,18,282,10,310
ILOC20101201,0,11,0,14,0,9,0,9,0,22,0,27,0,26,7,34,3,60,20,81,0,34,18,44,6,23,8,32,3,12,0,13,0,12,0,8,9,198,49,261,0,5,0,5,0,10,0,13,0,32,0,32,0,53,0,54,0,44,0,41,0,23,0,21,0,16,0,19,0,12,0,12,0,6,0,6,8,194,6,207,0,11,0,14,0,19,0,20,0,56,0,56,0,80,7,89,3,97,18,123,0,53,13,65,8,35,6,47,9,21,0,28,0,18,0,18,20,397,53,470
ILOC20101202,0,5,0,10,0,19,0,16,0,10,0,11,0,19,0,20,4,53,3,61,4,19,0,29,3,24,0,26,3,13,0,16,3,8,0,14,23,174,4,196,0,10,0,10,0,24,0,24,0,16,0,16,0,21,0,19,3,34,0,35,4,34,0,42,7,18,0,22,3,11,0,17,0,8,3,12,13,173,9,197,0,17,0,17,0,36,0,39,0,23,0,22,0,41,0,47,7,86,3,96,7,57,0,67,7,44,3,51,8,25,0,31,5,13,3,23,37,346,10,393
ILOC20101203,0,9,0,16,0,16,0,22,0,12,3,15,0,20,0,25,0,42,0,49,0,37,0,38,7,23,0,28,3,12,0,16,6,0,0,4,14,177,10,195,0,10,0,10,0,14,0,12,0,13,0,13,0,37,0,35,3,50,0,49,0,20,0,18,4,13,0,18,5,13,0,20,7,5,0,9,20,166,5,183,0,21,0,26,0,30,0,33,0,20,3,27,0,59,0,64,3,96,0,98,3,52,0,55,5,31,0,42,8,21,4,38,6,6,0,11,33,340,11,382
ILOC20101301,3,56,3,66,16,135,4,150,10,51,0,60,4,47,15,59,3,72,34,106,7,57,15,82,9,33,6,48,0,26,3,32,4,15,0,16,52,499,82,630,0,82,3,86,8,126,3,134,3,55,4,65,8,42,6,60,5,87,21,113,6,66,21,88,8,59,4,65,8,29,0,35,7,9,3,18,49,551,57,661,3,136,4,147,23,256,3,282,13,112,4,131,11,87,21,118,7,163,55,224,13,119,32,166,15,89,9,117,9,55,7,66,8,26,3,33,101,1048,139,1286
ILOC20101401,0,12,0,12,3,15,0,18,0,11,0,11,0,11,0,13,3,10,0,15,0,10,0,10,0,11,0,9,0,3,0,3,0,3,0,3,6,70,0,77,0,8,0,8,3,22,0,23,0,14,0,15,0,16,0,13,0,4,0,6,3,14,0,18,3,14,0,15,0,0,0,4,0,4,0,8,10,94,4,107,0,15,0,15,3,33,0,36,0,21,0,23,0,26,0,28,5,17,0,18,3,21,0,20,3,22,0,29,0,7,0,4,0,8,0,10,21,168,4,192
ILOC20101402,0,4,0,4,0,9,0,9,0,11,0,11,0,4,0,4,0,5,0,9,0,7,0,7,0,6,0,6,0,8,0,8,0,0,0,3,3,57,0,60,0,9,0,9,0,9,0,9,0,14,0,14,0,3,0,3,0,5,0,5,0,3,0,3,3,6,0,9,0,0,0,3,0,0,0,4,7,54,0,60,0,12,0,12,0,18,0,18,0,24,0,21,0,13,0,13,0,18,0,13,0,11,0,11,3,11,0,14,0,3,0,8,0,3,0,3,6,110,0,119
ILOC20101403,0,5,0,5,0,7,0,5,0,5,0,5,0,4,0,4,0,9,0,8,0,9,0,9,0,4,0,7,0,7,0,5,0,8,0,8,3,56,3,65,0,4,0,4,0,7,0,10,0,6,0,6,0,5,0,5,0,6,0,6,0,3,0,3,0,3,0,3,0,3,3,6,0,0,0,3,0,39,3,47,0,8,0,8,0,10,3,17,0,11,0,11,0,7,0,7,0,7,0,8,0,16,0,16,0,5,0,12,0,8,3,14,4,5,0,11,3,92,10,108
ILOC20101501,0,21,0,27,4,41,0,38,0,16,0,19,0,17,5,22,0,25,0,32,5,20,0,22,5,16,0,24,0,14,0,10,3,5,0,14,20,176,11,212,0,29,0,33,3,43,3,47,0,25,3,28,3,16,0,19,0,37,0,36,0,22,0,24,7,16,0,24,0,16,0,17,4,9,0,19,26,213,13,246,0,51,4,60,8,75,8,91,3,41,3,47,3,39,5,45,3,64,0,69,3,44,3,47,14,39,0,46,6,22,0,32,11,18,0,29,46,392,24,460
ILOC20101502,0,8,0,8,0,11,4,8,0,7,0,6,0,13,0,17,4,48,0,57,0,16,0,15,0,14,0,10,0,8,0,11,0,0,6,6,9,111,12,132,0,7,0,7,0,13,4,14,0,10,0,10,0,22,0,27,0,41,0,37,0,10,0,10,3,17,0,19,0,6,3,12,3,5,3,14,7,128,12,149,0,16,0,16,0,18,5,24,0,19,0,20,0,36,0,41,5,90,0,94,0,24,0,26,4,22,0,29,0,9,4,17,3,5,7,13,15,243,27,279
ILOC20101503,3,15,0,19,9,17,0,20,0,9,0,11,0,15,0,18,0,24,0,27,0,16,0,13,0,10,0,5,0,5,0,5,0,3,0,4,13,115,5,126,0,15,0,15,3,22,0,24,0,7,0,9,0,15,0,19,0,37,0,35,0,16,0,21,0,19,0,23,0,11,0,8,0,3,0,6,6,144,7,154,3,34,0,34,7,38,0,45,0,18,0,17,0,34,0,33,0,59,3,62,3,34,0,33,3,24,0,27,0,19,0,15,0,3,0,10,21,259,10,282
ILOC20101504,0,8,0,8,0,20,0,22,0,6,0,9,3,9,0,15,3,19,0,25,0,12,0,9,3,9,0,13,0,13,4,16,0,4,0,3,13,101,5,125,0,8,0,8,0,20,0,23,3,7,0,9,0,12,0,11,0,13,0,13,0,10,0,10,3,10,0,17,0,6,0,12,3,7,0,11,7,112,0,121,0,20,0,20,4,42,0,49,3,15,0,21,6,21,0,27,3,38,0,42,0,22,0,25,5,23,0,23,0,20,4,25,5,13,0,17,23,216,11,246
ILOC20101601,0,15,0,15,7,56,4,67,0,31,3,34,3,31,0,33,3,30,0,36,4,25,0,29,3,16,0,18,3,30,4,31,0,16,0,17,18,249,7,283,0,26,0,26,3,52,0,54,0,26,0,30,0,20,0,22,4,32,0,35,3,28,0,35,3,23,0,25,7,15,3,21,0,3,0,3,17,229,8,252,0,44,0,44,4,107,3,119,4,53,3,62,3,52,3,61,6,70,0,74,9,60,0,64,5,37,0,43,5,41,3,51,3,17,0,22,36,481,18,533
ILOC20101602,3,31,0,40,3,43,0,47,4,20,3,27,3,15,0,17,0,21,0,27,0,28,0,25,0,24,0,32,3,16,0,20,8,12,4,16,20,219,10,247,0,24,0,31,0,50,4,57,0,20,0,24,0,14,0,14,0,17,0,19,3,26,0,31,3,19,0,23,0,22,3,24,3,22,0,29,16,214,13,239,4,61,0,67,4,91,3,104,4,44,3,50,0,24,0,32,0,39,0,46,0,53,0,60,8,44,0,53,4,35,3,41,10,32,3,48,35,432,23,488
ILOC20101603,0,19,0,19,4,26,3,31,0,23,0,24,0,0,0,0,0,8,0,8,3,14,0,16,0,12,0,8,0,11,0,16,0,10,0,10,7,116,3,128,0,10,0,10,0,36,0,37,0,20,0,20,0,8,0,8,0,16,0,14,0,19,0,22,3,19,0,21,0,7,3,14,3,8,0,12,12,139,3,152,0,28,0,28,3,57,3,69,0,38,0,41,0,10,0,10,0,22,0,25,6,28,0,32,4,28,0,35,0,21,5,25,3,13,0,20,23,253,8,281
ILOC20101701,0,16,0,16,0,17,0,22,0,12,0,14,0,21,0,21,3,27,0,32,0,17,0,17,0,13,0,17,0,9,0,14,3,5,0,9,5,134,0,141,0,12,0,12,0,31,0,34,0,18,0,17,0,20,0,20,3,33,0,40,0,19,0,24,0,22,0,25,0,14,0,14,4,9,0,6,13,178,0,184,0,25,0,25,3,50,0,52,0,29,0,32,0,42,0,43,3,63,0,69,0,37,0,41,3,36,0,40,0,24,0,24,7,16,0,14,18,311,0,334
ILOC20101702,0,47,0,48,10,59,0,67,5,28,0,32,0,39,0,40,7,66,0,68,6,36,4,41,12,44,0,49,3,20,0,29,5,17,3,24,43,351,8,399,0,46,3,49,3,46,0,56,3,35,0,38,6,45,8,50,4,53,3,60,6,45,0,52,9,52,0,62,6,26,0,30,9,19,0,25,42,372,19,432,0,97,4,98,15,104,0,121,5,63,0,75,6,79,8,89,7,122,3,131,12,79,3,98,16,96,0,113,6,49,0,55,12,28,3,50,87,725,27,837
ILOC20101703,8,107,0,111,19,170,3,190,8,67,0,74,0,54,3,59,6,110,4,123,4,78,3,88,6,68,0,71,9,42,0,50,3,6,3,14,66,700,18,780,0,115,3,120,5,183,3,190,0,70,5,71,0,80,3,79,16,125,3,140,7,91,0,97,6,65,0,75,12,39,3,48,8,22,0,32,54,778,22,853,7,220,3,232,24,351,5,385,8,135,5,144,0,129,6,136,20,236,8,266,8,168,3,183,17,128,0,146,17,77,3,100,13,33,3,48,116,1481,41,1639
ILOC20101801,0,0,0,3,0,10,0,10,0,13,0,13,0,5,0,11,0,8,0,4,0,0,0,4,3,9,0,14,0,0,0,3,3,0,0,3,7,52,4,66,0,0,0,0,0,7,0,7,0,3,0,9,0,10,0,10,0,7,0,13,3,4,0,8,0,9,0,7,0,0,0,3,0,9,0,9,3,56,4,57,0,3,0,4,0,17,0,17,0,14,0,14,0,13,4,15,0,15,0,14,3,9,0,13,3,13,0,17,0,9,0,7,3,8,0,11,7,105,5,122
ILOC20101802,0,9,0,10,0,8,0,7,0,3,0,3,0,7,0,7,0,3,0,5,0,9,0,9,0,7,0,8,0,3,0,3,0,3,0,3,0,54,3,55,0,5,0,5,0,10,0,10,0,5,0,7,0,5,0,5,0,8,0,8,0,9,0,9,0,5,0,5,0,5,0,5,0,10,0,13,0,62,0,66,0,16,0,12,0,21,0,20,0,5,0,3,0,16,0,16,0,8,0,12,0,20,0,20,0,6,0,9,0,12,0,12,0,10,0,10,4,116,3,119
ILOC20101803,0,3,0,3,0,12,0,14,0,3,0,3,0,5,0,9,0,9,0,9,0,7,0,4,0,4,0,8,0,3,0,3,3,3,0,9,8,53,3,63,0,7,0,7,0,5,0,5,0,0,0,0,0,3,0,3,0,11,0,11,0,6,0,6,0,3,0,4,0,6,0,7,0,12,0,15,0,53,0,56,0,11,0,11,0,25,0,24,0,3,0,5,0,12,0,10,0,17,0,17,0,14,0,11,3,8,0,13,0,9,0,7,3,14,0,22,9,102,3,114
ILOC20101901,0,16,0,14,3,37,0,40,0,20,0,16,0,19,0,20,0,35,0,40,0,13,0,16,3,27,0,30,0,20,0,20,4,5,0,9,12,191,3,211,0,21,3,19,0,39,0,35,0,15,0,14,0,18,0,18,0,38,0,40,0,32,4,33,3,17,0,18,4,19,0,19,3,6,4,12,14,201,8,224,0,38,4,38,6,73,0,80,3,31,0,36,0,35,0,34,3,76,0,82,3,41,4,47,3,41,0,45,5,38,0,47,4,12,4,23,32,391,17,430
ILOC20101902,0,46,0,44,12,68,0,86,0,29,4,38,0,26,21,47,0,36,63,97,3,32,31,68,0,17,13,27,3,11,0,19,0,4,0,9,26,278,134,436,0,30,4,39,3,64,0,67,0,35,0,40,3,31,0,29,0,45,3,43,0,28,0,32,0,24,0,24,3,14,0,19,7,3,0,7,19,279,15,310,0,71,4,80,19,129,4,150,0,68,4,75,3,58,18,79,0,78,64,145,8,63,31,100,0,40,11,56,5,25,0,37,9,11,3,15,50,558,147,749
ILOC20101903,3,67,0,73,18,115,8,133,0,43,0,48,3,38,0,39,3,78,0,83,0,33,3,41,7,45,0,49,4,18,0,23,0,9,0,13,40,450,15,501,4,66,0,72,4,116,0,123,3,54,0,56,0,46,4,45,5,69,0,75,4,62,0,69,7,49,0,56,9,26,3,38,0,12,3,14,40,488,17,543,3,137,0,144,17,226,11,256,3,100,3,104,4,83,4,85,8,146,3,155,4,96,3,104,13,89,0,101,9,44,4,58,3,24,3,30,74,939,25,1038
ILOC20102001,0,61,0,67,12,136,3,154,5,63,3,71,4,37,0,43,3,81,0,85,4,59,3,63,9,76,0,83,3,48,0,56,4,18,0,21,50,577,8,635,0,56,0,56,5,160,3,175,0,97,0,99,3,46,0,51,0,70,4,75,4,65,3,73,13,70,4,78,7,41,0,53,7,44,0,55,46,655,18,718,0,124,0,120,20,299,10,325,3,160,4,169,7,82,0,91,3,154,4,159,14,123,3,140,21,143,3,165,17,88,3,105,11,66,0,77,96,1232,24,1355
ILOC20200101,3,89,4,99,23,164,3,185,8,60,6,79,3,70,4,72,6,77,4,90,8,51,3,60,3,54,0,53,13,28,0,40,7,22,4,36,75,612,30,715,3,94,3,99,14,173,0,194,6,79,0,90,9,79,0,85,7,99,3,108,5,86,3,88,11,71,0,85,9,34,3,41,3,30,3,35,64,747,18,829,9,185,7,197,35,340,9,382,13,146,7,168,15,140,7,157,13,182,10,197,14,132,4,151,12,127,0,136,24,53,3,84,12,52,4,71,142,1362,44,1550
ILOC20200201,0,35,0,35,7,54,3,64,4,22,0,30,0,17,0,26,0,16,0,16,5,18,0,22,4,27,0,28,0,15,0,12,0,12,0,13,15,221,7,249,0,28,0,31,0,54,3,55,0,31,0,31,0,15,0,13,0,29,0,33,0,25,0,25,0,15,0,18,0,23,0,29,7,5,0,14,14,220,11,242,0,66,0,70,4,106,8,120,4,53,0,52,3,35,3,35,0,51,0,47,5,44,0,47,7,37,0,41,3,38,3,41,7,19,0,31,32,447,18,497
ILOC20200301,0,16,0,16,7,25,0,28,0,5,0,10,0,11,0,11,0,16,0,14,0,11,0,11,3,0,0,9,0,8,0,8,0,3,0,3,16,85,3,101,0,16,0,16,0,30,0,30,0,11,0,11,0,14,0,14,0,14,0,16,0,6,0,6,0,9,0,9,0,3,0,5,0,0,0,0,3,105,3,114,0,34,0,34,8,49,0,62,0,20,0,18,0,17,0,17,0,30,3,30,0,19,0,17,3,11,0,12,0,12,0,14,0,4,0,4,14,193,7,212
ILOC20200302,0,28,0,30,10,28,0,41,0,8,0,8,0,21,0,23,0,16,0,16,0,3,0,9,4,21,0,25,3,15,0,17,3,5,0,12,23,139,9,172,0,24,4,25,3,22,0,22,0,19,0,23,0,21,0,24,0,20,0,19,3,13,0,16,4,9,3,15,3,12,0,15,0,3,0,7,16,151,10,168,0,50,4,53,9,51,4,64,0,36,0,38,3,38,0,45,3,37,0,39,3,17,3,26,6,27,3,37,3,25,0,27,3,10,0,12,37,289,13,344
ILOC20200303,0,5,0,8,3,21,0,30,0,10,0,10,3,10,0,13,0,12,0,13,0,9,0,9,0,10,0,16,0,9,0,15,5,7,0,12,14,107,3,122,0,13,0,15,0,28,0,27,0,13,0,11,0,8,0,8,0,17,0,17,0,14,0,14,0,12,0,12,3,13,0,12,5,0,0,4,9,106,3,126,0,20,0,19,9,50,0,51,0,22,0,22,3,18,0,23,0,24,0,29,0,27,0,25,0,24,0,25,6,25,0,25,3,10,0,17,22,214,4,242
ILOC20200304,0,30,0,25,9,31,0,41,0,15,3,21,0,8,0,14,4,24,0,27,0,14,0,16,3,9,0,13,5,7,0,7,5,5,0,5,23,136,6,165,0,27,0,27,3,32,0,40,0,16,0,12,0,20,0,20,3,26,0,23,0,10,0,11,0,23,0,22,0,10,0,18,4,5,0,11,14,166,8,186,0,54,0,58,16,57,3,78,0,31,3,30,0,25,0,32,5,46,0,50,0,17,0,21,4,28,0,36,5,20,0,28,6,13,0,22,38,300,12,350
ILOC20200305,0,20,3,25,9,27,0,34,0,14,0,16,0,20,0,19,0,15,0,17,5,12,0,17,0,14,0,13,0,8,0,8,0,3,0,3,15,124,5,149,0,17,0,17,3,26,0,27,0,9,5,14,0,16,0,18,0,11,0,11,0,11,0,18,3,15,0,14,0,5,0,8,3,4,0,9,16,116,4,138,0,37,3,41,13,49,0,63,5,27,5,28,3,28,3,35,0,24,0,30,5,27,0,33,3,23,0,27,0,10,0,12,3,7,0,11,30,244,7,287
ILOC20200306,0,40,0,35,5,41,0,48,5,15,0,22,3,12,0,21,0,30,0,32,3,17,0,16,3,11,0,9,0,7,0,8,4,3,0,3,21,178,0,203,0,20,3,24,3,39,0,45,0,24,0,24,3,20,0,24,3,33,0,36,3,24,0,22,0,17,0,13,0,6,0,8,3,5,3,12,17,183,8,212,0,57,3,59,9,83,0,96,4,41,0,49,7,33,3,38,5,70,0,73,7,37,0,43,3,22,0,29,0,19,0,18,4,10,0,18,37,369,10,416
