ILOC_CODE_2016,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
ILOC20200201,0,26,3,30,0,22,3,26,0,14,0,16,3,16,3,22,7,21,0,28,3,10,0,12,4,13,3,13,23,118,11,154,0,28,3,31,0,11,0,13,3,24,4,33,4,20,0,25,4,12,0,18,6,22,0,29,3,10,3,14,24,119,13,156,0,46,8,52,0,32,3,35,3,45,3,47,10,38,3,47,10,29,0,41,8,32,3,41,3,20,4,31,40,236,28,303
ILOC20200301,0,10,0,10,0,6,0,11,0,9,0,14,0,12,0,11,0,3,0,9,0,8,0,8,0,0,0,3,4,49,4,58,0,8,0,11,0,6,0,14,6,7,0,16,4,4,0,6,0,5,0,9,0,5,3,5,0,0,0,0,13,52,0,61,0,22,0,18,4,17,0,17,7,21,0,30,4,17,0,17,3,10,0,12,0,14,3,14,0,3,0,4,18,101,7,121
ILOC20200302,0,11,3,8,3,19,0,23,3,13,0,16,0,5,3,9,8,14,0,25,3,10,0,17,0,9,0,12,9,86,13,108,0,17,3,23,0,19,0,24,8,16,0,19,6,7,0,16,0,13,4,15,5,9,0,15,0,3,0,7,23,87,13,121,0,26,10,38,4,34,0,45,10,31,0,39,6,17,3,26,7,27,6,37,5,23,0,27,0,13,3,12,32,172,19,221
ILOC20200303,0,13,0,10,3,9,0,13,3,11,0,13,3,10,0,9,4,7,0,16,5,7,0,15,7,4,0,12,23,57,0,86,0,12,0,11,4,4,0,8,3,15,0,17,5,12,0,14,3,3,0,12,5,10,0,12,0,4,0,4,21,64,3,85,0,18,0,22,6,19,0,23,7,23,0,29,8,19,0,25,8,15,0,25,8,15,0,25,7,8,0,17,36,121,4,168
ILOC20200304,0,13,3,21,0,11,0,14,4,21,0,27,3,5,3,16,0,10,0,13,0,6,0,7,0,8,0,5,12,72,14,97,0,6,4,12,3,15,0,20,4,15,3,23,3,3,0,11,11,7,3,22,3,9,0,18,0,5,3,11,28,68,13,116,3,17,11,30,4,22,0,32,9,36,3,50,3,13,3,21,10,19,5,36,3,18,0,28,0,15,3,22,44,141,31,214
ILOC20200305,0,10,4,16,0,19,0,19,0,10,0,17,3,17,0,17,0,13,0,13,0,4,0,8,0,3,0,3,3,74,4,89,0,11,5,14,0,14,0,18,3,11,0,11,7,6,0,18,3,10,3,14,0,8,0,8,0,6,4,9,17,65,7,92,0,26,5,28,3,30,0,35,4,23,0,30,8,22,0,33,3,24,3,27,0,8,0,12,0,5,4,11,20,147,12,178
ILOC20200306,3,16,4,22,0,17,3,21,9,27,0,32,9,13,0,16,3,4,0,9,0,7,0,8,0,3,0,3,23,94,3,118,3,18,0,24,4,22,0,24,9,32,0,36,9,11,0,22,3,16,0,13,3,0,0,8,3,8,0,12,33,109,3,143,5,41,3,49,5,32,3,38,11,56,0,73,15,27,0,43,3,18,0,29,5,9,4,18,3,10,0,18,58,202,11,264
ILOC20200401,0,4,0,12,0,7,0,7,0,12,0,12,0,4,0,4,0,4,0,5,5,13,0,17,0,6,0,6,10,56,4,65,0,4,0,4,0,3,0,3,0,3,0,3,0,3,0,4,3,12,0,15,0,8,0,8,0,0,0,3,8,34,0,47,0,15,0,19,0,13,0,13,3,9,0,16,0,4,0,10,7,17,0,21,5,21,0,22,0,10,0,10,19,88,4,107
ILOC20200402,0,16,0,22,0,14,3,16,0,24,0,27,3,14,0,21,0,10,3,17,5,15,0,20,3,6,0,15,16,115,9,134,0,17,3,23,0,25,0,25,7,24,0,28,3,20,3,21,7,19,0,26,5,21,4,28,3,14,7,19,23,130,14,165,4,35,3,40,0,41,3,41,9,50,0,54,11,32,3,40,7,35,8,45,5,35,6,44,7,22,7,32,39,239,23,301
ILOC20200403,0,15,4,15,0,5,0,11,0,12,0,12,4,10,0,16,6,12,0,12,0,4,3,9,3,4,3,11,16,56,7,83,3,7,0,12,0,9,0,9,0,16,0,16,0,8,0,12,3,4,0,9,0,7,0,7,0,4,3,6,11,56,4,71,3,21,4,31,0,11,0,12,0,27,0,27,4,12,0,20,7,13,0,19,0,11,3,17,3,11,6,21,26,116,11,150
ILOC20200404,0,23,3,22,0,18,3,23,0,21,0,28,0,10,3,18,8,20,3,29,6,20,0,23,0,20,7,30,16,131,17,164,3,13,0,15,0,15,0,15,12,18,0,33,7,9,0,19,9,19,0,26,6,21,0,32,3,8,3,14,32,114,8,154,3,33,3,41,3,36,4,42,15,40,0,59,7,26,3,35,13,38,3,56,14,42,0,56,3,30,11,42,54,243,24,323
ILOC20200405,5,95,20,122,6,87,9,93,18,89,16,121,15,72,16,105,19,87,7,110,13,52,0,61,10,52,9,72,79,533,77,690,8,89,17,113,10,65,6,80,27,99,11,136,31,109,0,136,20,85,8,111,19,55,7,85,10,46,14,62,114,544,62,726,16,184,35,241,14,148,14,174,42,186,24,260,48,181,15,243,31,173,15,219,32,106,14,150,14,101,18,132,195,1074,140,1413
ILOC20200501,0,22,5,24,0,24,4,29,4,20,17,50,3,30,19,48,4,35,12,50,6,33,6,41,3,25,7,37,27,192,71,289,3,32,3,35,3,22,0,25,10,34,3,40,10,26,4,40,11,32,8,50,12,27,0,36,0,27,13,40,46,189,29,264,3,57,8,60,6,40,3,57,11,55,18,84,16,50,22,86,12,67,16,103,17,57,6,85,4,55,19,80,77,381,99,553
ILOC20200601,13,106,12,130,6,84,10,102,11,107,22,136,12,99,17,128,21,91,17,133,9,70,3,87,15,29,8,50,92,584,94,776,13,125,3,139,15,82,5,100,37,119,0,152,45,94,3,139,31,81,4,119,17,73,5,92,8,52,5,66,169,612,30,817,23,228,13,271,19,167,15,204,47,221,25,292,57,186,21,268,56,169,24,251,27,142,14,179,23,81,19,119,259,1201,128,1586
ILOC20200701,0,16,3,20,0,21,0,20,3,26,9,39,9,16,3,26,0,20,0,24,3,3,3,10,0,10,0,10,23,113,21,157,3,21,4,28,0,21,3,22,8,21,0,30,3,18,0,17,3,25,3,35,0,10,3,18,3,12,3,11,23,128,15,167,3,41,10,51,4,38,6,51,13,48,9,64,13,33,3,43,5,49,6,62,4,18,6,28,3,18,3,23,46,237,38,318
ILOC20200702,3,29,7,38,0,23,0,23,3,27,4,36,5,19,0,22,4,39,3,57,3,21,4,32,5,25,0,29,30,185,23,239,0,34,3,41,0,16,3,24,9,23,3,36,10,27,4,36,10,33,5,44,9,37,5,49,6,19,9,31,42,187,27,263,4,61,10,77,3,40,3,45,9,55,5,74,8,44,6,59,14,73,9,99,15,57,6,80,8,41,7,60,69,376,51,500
ILOC20200703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,5,7,0,10
ILOC20200704,3,25,4,31,3,20,3,32,7,22,25,51,4,24,27,55,3,21,3,30,0,16,4,19,3,13,0,18,21,148,68,231,0,18,3,26,0,22,4,27,6,28,0,35,7,21,0,27,11,37,0,47,8,23,6,35,0,15,0,13,31,161,17,215,3,47,10,57,7,49,4,60,16,48,22,88,10,41,27,83,8,57,4,78,5,34,9,51,0,28,3,35,53,311,84,446
ILOC20200801,0,16,0,18,0,14,3,19,9,20,3,29,0,6,5,11,3,12,0,21,0,9,0,18,0,6,0,9,14,91,12,114,0,8,3,12,4,9,0,12,5,10,0,19,4,10,3,17,10,16,3,22,3,4,0,8,0,7,3,14,24,67,12,104,0,27,3,32,4,28,3,33,9,31,3,45,3,16,5,28,13,25,3,44,3,14,0,25,0,9,4,16,41,154,23,218
ILOC20200802,0,19,0,17,3,15,4,18,0,18,0,14,0,5,0,11,3,6,0,6,0,6,0,6,0,3,3,9,11,72,10,91,0,16,3,17,0,6,0,12,3,14,4,24,6,15,0,22,4,15,5,25,0,5,0,11,0,5,5,11,14,78,19,115,0,37,3,38,5,19,3,29,3,32,3,39,10,18,3,30,8,21,5,32,0,15,0,18,3,14,6,24,22,155,30,203
ILOC20200803,0,20,3,20,0,19,0,20,3,38,0,38,3,14,0,16,4,20,0,24,0,10,0,13,3,5,0,9,13,123,10,142,0,23,0,31,3,15,0,21,10,27,0,35,11,18,0,26,5,9,0,16,4,12,0,17,0,12,0,12,26,125,6,157,0,49,7,54,4,32,0,42,13,61,0,77,10,31,0,45,11,27,3,43,4,25,0,22,3,17,0,19,39,243,14,299
ILOC20200901,4,14,0,16,0,12,0,14,3,9,0,13,7,18,0,24,4,16,0,19,0,15,0,16,0,4,0,9,15,77,7,100,3,9,0,14,0,7,0,7,3,10,0,15,0,20,0,20,8,14,0,21,0,8,0,9,0,9,0,15,16,76,5,98,9,25,0,26,0,13,0,19,8,19,0,30,7,35,0,35,9,25,0,38,4,22,0,22,3,13,0,18,31,155,12,194
ILOC20200902,0,15,3,24,4,10,0,15,6,16,0,22,0,19,0,21,4,15,3,21,0,10,0,14,3,3,0,3,25,97,9,125,0,13,0,12,0,8,0,10,7,12,0,20,3,13,0,23,0,15,0,17,4,8,0,8,4,0,3,6,19,79,3,106,0,32,3,37,7,21,0,28,10,32,0,39,5,32,3,41,5,33,3,43,8,16,0,29,3,3,0,12,42,178,15,232
ILOC20201001,6,94,12,110,3,69,5,83,11,85,13,102,15,78,3,96,8,55,6,68,10,43,10,63,0,20,6,26,59,438,55,559,8,79,15,98,10,72,13,90,32,127,8,170,36,74,6,112,26,77,19,121,15,44,6,60,4,33,9,42,131,503,67,704,13,166,28,209,16,143,20,175,48,208,22,273,51,153,13,211,35,132,23,190,27,85,11,127,4,54,9,70,196,946,124,1256
ILOC20201101,0,20,3,24,0,3,0,3,3,11,0,19,3,8,0,12,3,11,0,19,3,15,0,19,0,8,3,10,8,84,11,103,0,10,3,12,0,9,0,9,0,13,0,20,3,10,0,12,4,8,0,15,3,3,0,6,0,9,0,13,9,76,3,89,0,34,7,34,0,10,0,11,3,31,0,34,6,23,0,23,10,25,0,34,6,17,0,28,3,19,3,26,21,157,11,189
ILOC20201102,0,10,8,13,0,3,0,7,4,16,0,20,0,10,0,14,3,7,4,13,5,4,0,10,0,7,0,9,18,52,10,83,0,12,0,12,0,10,3,10,3,9,0,13,7,7,0,18,4,9,0,16,6,4,0,15,0,7,0,11,26,59,7,91,4,19,9,32,5,12,3,18,3,18,0,30,4,21,0,25,11,14,5,30,10,12,0,27,0,16,3,21,46,115,23,179
ILOC20201201,3,40,10,47,3,28,0,36,0,31,3,39,0,25,3,29,5,30,0,37,4,23,0,33,3,20,0,26,24,198,20,249,6,31,3,43,4,14,0,18,6,23,0,37,14,39,7,55,9,29,0,40,5,23,0,35,5,17,3,24,49,185,20,257,7,65,12,90,6,46,0,52,7,59,4,75,19,63,8,83,21,61,3,81,13,46,7,61,7,39,4,56,77,382,36,504
ILOC20201202,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,12,0,3,0,4,0,5,0,5,3,3,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,0,13
ILOC20201203,0,12,3,19,0,5,3,12,4,10,16,32,3,17,16,35,6,11,17,33,0,18,11,36,3,10,8,29,18,94,79,192,0,21,4,20,4,5,0,14,3,17,0,22,4,13,0,18,8,16,0,26,0,9,0,12,3,12,0,12,24,101,7,127,0,32,8,37,4,15,4,27,6,28,16,51,3,32,17,52,13,33,17,64,6,35,11,49,5,25,10,44,45,192,88,320
ILOC20201301,0,6,0,6,0,8,0,8,0,9,0,6,0,3,3,8,4,12,0,17,0,13,0,17,0,4,0,6,3,56,6,62,0,8,0,8,0,3,0,3,3,12,0,14,3,4,0,5,4,12,0,15,3,6,0,12,0,0,3,7,8,50,5,67,0,20,0,20,0,9,0,9,3,18,0,22,5,11,3,14,9,24,3,31,3,24,0,21,0,12,0,10,14,104,12,128
ILOC20201302,0,12,3,22,0,13,0,11,0,12,0,10,0,8,0,15,4,7,0,11,0,11,0,9,0,0,0,4,13,64,7,80,0,9,5,13,0,7,0,8,0,11,0,15,4,10,0,17,0,9,0,7,0,11,0,9,0,8,3,10,8,62,13,82,7,23,4,34,0,22,0,25,3,25,0,23,3,23,0,28,3,12,0,18,3,18,0,24,0,9,3,11,22,128,16,163
ILOC20201303,0,9,3,12,0,4,0,7,0,9,3,10,0,4,0,4,0,8,0,10,0,5,0,10,0,8,0,8,6,51,8,64,0,13,0,18,0,7,0,7,5,11,0,13,0,3,0,9,3,11,0,15,3,9,0,14,0,11,0,15,12,74,4,90,0,26,0,29,0,11,0,16,6,23,0,24,4,10,0,10,3,23,0,26,4,16,0,21,0,18,4,25,19,123,11,157
ILOC20201401,0,8,4,12,0,19,0,19,0,17,0,23,4,12,0,15,0,3,0,7,0,6,0,6,0,8,0,10,13,68,12,96,0,12,4,18,0,9,0,11,4,25,0,34,6,15,0,22,6,13,0,22,0,6,0,7,7,12,3,18,23,90,11,123,0,23,7,33,0,30,3,33,10,44,3,54,13,24,3,39,8,18,0,25,3,9,0,15,3,11,7,28,34,156,23,222
ILOC20201402,0,7,4,8,3,3,0,12,0,11,0,14,5,7,0,11,0,9,0,12,0,10,0,8,0,4,0,5,6,54,10,69,0,9,3,8,3,5,0,6,3,21,8,29,3,7,3,14,0,9,3,12,0,15,3,12,0,9,0,8,14,69,16,101,0,17,5,24,3,8,0,21,3,28,3,39,8,14,3,20,0,20,4,25,3,20,6,26,0,16,3,19,23,120,25,171
ILOC20201403,0,9,3,15,0,9,0,9,0,3,0,3,0,3,0,4,3,9,0,10,0,7,0,9,0,6,0,4,5,47,6,57,0,8,0,13,3,8,0,8,3,4,0,12,3,7,0,10,3,8,0,11,0,5,0,5,0,3,0,3,13,46,3,62,0,16,7,25,3,17,0,22,3,11,0,18,4,12,0,16,5,20,0,25,0,13,0,16,0,8,0,3,19,92,12,121
ILOC20201501,0,9,0,9,0,11,0,19,0,3,4,11,0,7,0,7,0,9,0,4,0,0,0,6,0,0,0,3,5,43,3,55,3,9,0,8,0,3,0,3,0,7,0,14,4,8,0,7,0,3,0,9,0,4,0,7,0,4,0,4,13,38,0,54,6,15,0,17,3,20,0,19,0,19,4,22,4,10,0,18,3,9,0,16,0,7,0,16,0,5,0,3,18,84,10,108
ILOC20201502,0,13,5,16,0,17,0,17,3,12,0,16,3,17,0,23,4,15,0,21,4,27,0,35,3,7,4,17,19,111,7,140,3,16,3,19,0,9,3,9,8,20,0,24,4,9,0,12,4,27,3,32,6,20,0,28,0,12,3,14,31,106,11,151,5,30,5,36,0,21,3,25,7,29,0,40,8,26,3,34,9,41,3,53,12,49,0,61,3,24,6,32,51,219,21,286
ILOC20201601,0,34,0,36,4,21,0,25,5,31,3,38,0,29,3,27,11,23,0,33,3,18,6,22,0,12,0,12,19,169,12,202,3,23,0,27,3,14,3,26,4,45,0,54,5,27,3,34,3,18,0,23,3,12,0,17,0,6,3,13,22,143,15,183,3,56,3,66,6,41,9,51,10,75,4,90,6,51,3,64,13,43,0,54,4,29,4,42,0,16,3,23,46,318,29,388
ILOC20201701,0,21,0,24,4,29,0,31,4,35,5,40,5,24,0,30,3,17,3,24,0,17,0,15,0,8,0,10,15,152,14,183,6,28,0,30,0,27,3,29,9,25,3,33,9,19,0,29,5,20,3,30,5,10,0,16,0,5,3,6,33,128,15,175,7,53,3,54,4,58,3,62,7,63,7,77,12,44,3,58,7,41,3,52,4,21,0,27,0,13,3,19,47,282,27,353
ILOC20201801,7,16,3,24,0,10,0,16,7,40,0,44,5,17,0,22,8,32,3,35,6,21,3,32,0,7,3,16,27,154,13,195,5,22,11,36,3,10,0,16,10,33,0,42,8,20,0,31,13,22,3,34,8,22,6,39,3,12,3,17,42,149,25,216,13,45,11,66,3,23,0,27,15,75,0,84,11,43,3,57,18,51,7,75,14,42,10,68,7,20,9,35,69,299,43,417
ILOC20201901,3,16,0,20,0,3,3,9,0,12,5,11,0,14,9,25,3,24,3,31,0,15,0,15,3,3,3,12,11,94,17,122,0,27,0,22,0,8,0,8,3,20,0,22,3,18,0,26,8,13,0,24,3,18,3,27,0,8,0,12,18,121,7,148,3,43,3,48,0,15,0,22,6,29,5,40,3,39,7,49,17,41,3,59,3,36,3,44,8,15,3,20,34,212,23,275
ILOC20201902,0,19,6,20,3,14,0,18,3,16,0,23,4,13,3,22,3,14,0,19,0,9,0,15,0,7,0,11,17,93,10,125,0,7,4,19,4,15,3,17,5,13,0,21,0,11,0,16,6,14,0,15,3,12,0,15,4,3,0,13,31,74,10,114,3,26,7,39,4,31,3,41,8,29,0,45,7,23,3,33,6,25,3,36,5,24,0,26,6,10,0,16,49,170,23,239
ILOC20201903,8,47,4,62,4,33,0,39,12,52,3,64,4,31,3,35,11,25,0,38,4,21,0,27,4,13,4,20,43,218,17,281,3,48,8,58,3,37,0,42,15,52,3,71,17,37,0,53,14,36,0,48,5,27,4,33,6,14,3,18,64,240,22,328,14,90,18,119,7,66,3,82,29,99,8,131,18,69,4,93,25,61,0,87,14,43,0,59,6,24,6,39,108,454,36,606
ILOC29499494,3,4,0,15,0,9,3,10,0,23,18,35,0,5,32,42,0,9,15,29,0,10,4,17,0,0,0,0,9,64,76,142,0,8,8,13,0,3,4,6,3,5,13,15,5,6,12,27,3,4,9,12,0,3,7,10,0,3,0,6,9,30,54,94,3,14,10,28,0,9,12,23,3,25,25,54,10,15,46,67,3,10,29,40,0,11,11,26,0,6,0,6,17,90,133,237
ILOC29799797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC30100101,6,55,4,73,0,41,0,40,5,43,10,57,5,46,10,59,10,51,8,72,6,43,3,51,0,16,0,25,37,292,34,369,3,50,3,62,8,41,3,45,13,53,4,69,16,43,4,64,17,47,4,65,9,29,5,36,3,17,3,23,64,275,27,369,8,111,9,129,10,77,3,89,14,99,19,129,26,88,9,120,29,100,9,133,14,67,7,87,5,39,4,47,101,571,64,738
ILOC30100201,0,48,4,50,8,61,3,72,8,94,5,103,7,64,0,75,10,57,0,65,11,31,0,42,3,16,0,20,49,364,17,432,6,59,0,64,6,67,3,76,19,93,0,116,7,70,3,79,11,50,0,63,10,41,0,56,7,34,3,49,68,424,8,497,8,103,4,115,7,133,7,149,19,187,4,216,19,132,4,154,26,108,0,130,21,70,0,99,7,55,8,64,111,789,24,928
ILOC30100202,0,24,0,23,3,57,3,58,4,95,0,108,4,61,0,74,10,47,4,63,3,17,3,25,0,14,0,12,32,308,19,361,5,32,0,37,3,46,0,50,10,63,3,77,3,36,0,47,5,34,5,44,3,18,0,17,3,12,0,16,33,243,8,285,3,59,0,62,4,100,3,108,19,164,5,183,13,101,3,117,19,73,11,103,7,30,3,43,6,25,0,29,68,551,28,647
ILOC30100203,8,97,6,111,9,132,4,152,19,184,9,210,16,111,9,132,13,86,8,106,13,49,5,65,0,25,7,29,84,674,44,805,8,127,7,139,14,152,12,174,21,156,3,182,22,100,4,125,31,94,4,130,20,59,3,77,11,37,5,52,115,724,39,883,18,221,6,242,18,285,13,327,42,336,11,388,43,212,10,262,43,180,13,235,28,102,10,143,7,63,16,85,202,1400,89,1685
ILOC30100204,0,18,0,19,0,15,0,18,0,37,0,35,0,27,0,30,4,31,0,37,0,20,0,23,0,7,4,8,8,149,10,165,3,13,0,11,3,28,0,31,6,42,3,44,8,20,0,25,3,24,3,30,9,15,0,22,0,12,0,14,26,145,8,179,3,26,0,26,3,43,0,49,6,74,3,82,7,49,0,58,10,53,3,66,7,36,0,39,0,17,5,22,36,299,17,345
ILOC30100205,3,41,3,49,3,59,3,64,9,86,0,99,13,47,3,61,11,49,0,65,3,30,5,35,0,24,0,25,46,333,20,398,3,29,0,37,4,52,0,58,5,75,0,85,8,42,0,50,16,50,3,65,8,22,4,30,0,21,6,25,52,291,15,353,8,75,3,86,5,116,3,125,18,154,7,184,22,87,3,111,25,97,4,134,13,49,10,69,0,47,6,54,93,627,34,750
ILOC30100206,5,76,9,84,0,74,8,82,10,99,3,112,7,89,0,98,11,63,4,79,19,44,0,61,3,18,7,29,58,464,25,550,6,72,7,84,7,70,3,80,17,89,0,116,27,74,3,106,11,94,3,106,20,58,0,78,4,37,0,44,88,503,28,615,9,148,17,172,8,149,8,166,32,189,7,224,35,162,5,207,25,159,9,181,39,105,0,145,9,60,8,72,149,970,55,1171
ILOC30100207,13,228,16,263,11,202,14,224,28,268,8,308,34,197,11,244,28,171,8,207,28,109,7,143,16,63,7,87,157,1239,69,1468,10,186,7,206,17,169,7,193,39,222,12,268,57,197,4,253,51,183,15,246,28,131,9,167,10,76,10,101,215,1158,65,1438,23,412,24,465,29,363,23,413,72,489,20,578,85,398,14,499,85,352,17,453,50,238,19,312,22,145,17,186,377,2399,137,2908
ILOC30100208,4,123,13,136,14,121,6,140,13,153,6,171,13,122,4,136,16,102,7,120,12,46,4,60,8,26,5,44,74,689,41,807,10,117,5,132,11,112,3,132,26,137,5,170,36,106,8,154,29,93,4,124,28,68,8,101,11,53,12,76,150,691,47,881,13,233,15,268,21,234,14,270,41,285,14,336,55,227,11,290,46,191,11,245,37,118,9,158,14,85,15,118,225,1377,91,1692
ILOC30100209,3,48,7,59,0,52,3,60,4,53,0,61,8,48,0,52,15,53,4,71,10,26,0,32,3,10,0,10,41,286,16,341,5,51,8,63,5,44,0,53,3,41,0,49,10,52,3,63,15,41,3,59,14,22,0,29,4,20,12,37,53,274,25,348,11,101,10,120,5,99,6,105,8,94,0,104,17,96,3,117,27,93,4,128,21,44,0,66,6,31,12,49,90,566,39,694
ILOC30100210,3,27,5,29,4,25,0,36,6,36,0,42,4,37,7,40,7,33,4,44,3,33,3,40,4,15,4,21,29,203,22,258,0,44,3,49,6,36,0,42,5,42,0,44,13,40,4,55,21,41,0,57,8,37,0,43,3,24,5,33,51,270,16,332,3,73,5,82,10,64,0,77,13,71,0,84,16,81,5,100,21,78,4,107,8,71,3,80,5,45,8,54,78,479,35,584
ILOC30100211,0,47,36,84,0,19,88,108,3,35,178,217,6,28,95,124,0,26,32,61,0,17,6,29,0,11,5,16,16,179,445,637,7,49,12,60,8,18,25,52,6,27,48,83,14,31,24,71,11,28,12,47,3,23,0,26,3,11,0,12,47,184,117,349,7,91,46,144,9,43,113,164,12,62,229,299,20,53,118,193,8,54,41,103,9,44,13,57,3,19,5,28,62,361,566,989
ILOC30100301,29,327,37,389,18,219,80,318,28,307,105,438,40,226,59,330,50,207,27,282,29,139,14,179,20,103,11,137,209,1518,331,2060,31,285,20,341,37,241,11,282,87,316,13,409,98,279,17,395,69,245,15,321,54,161,14,230,24,111,15,154,398,1638,92,2128,63,609,54,724,57,455,86,599,112,623,112,847,138,507,75,717,118,451,40,603,88,300,23,405,47,215,22,284,611,3158,425,4193
ILOC30100401,4,132,10,142,5,92,0,98,10,108,3,120,18,104,6,129,17,81,0,104,11,44,5,61,14,39,5,54,84,603,25,713,12,101,6,119,6,59,0,64,25,110,7,136,30,93,0,121,37,89,5,131,17,43,3,67,12,42,5,66,131,542,32,706,18,228,18,263,13,150,0,164,33,212,5,258,46,197,7,249,56,175,8,234,32,91,7,132,28,88,14,123,214,1148,56,1415
ILOC30100501,4,29,5,36,10,26,3,37,4,35,3,45,5,20,5,28,4,38,0,43,7,21,0,30,5,20,3,26,36,187,18,241,4,28,6,44,0,23,0,29,4,46,0,49,14,26,0,49,18,35,3,59,10,26,4,39,5,20,3,26,65,206,22,287,9,61,14,81,10,56,3,62,12,76,8,93,23,47,6,78,23,71,3,99,18,44,6,68,11,35,3,50,98,390,42,535
ILOC30100601,0,31,4,30,0,10,21,30,0,25,51,79,4,29,18,54,12,18,13,44,3,15,0,16,0,8,0,7,26,137,103,265,3,19,0,25,5,22,0,27,10,18,4,28,7,17,0,30,5,18,0,21,3,13,0,20,3,6,3,6,32,121,9,161,3,46,3,60,9,32,21,59,11,45,51,109,16,49,16,82,17,37,11,68,5,26,0,37,3,15,3,19,58,253,116,425
ILOC30100602,3,40,3,52,0,25,0,32,8,27,3,41,0,29,0,30,3,34,7,45,3,26,4,30,0,9,3,14,25,199,16,239,4,46,9,56,4,17,0,22,6,29,3,41,14,27,3,40,13,28,0,37,10,25,0,32,3,18,0,18,50,192,18,264,4,85,13,110,9,50,0,56,18,63,9,83,13,54,5,76,19,64,6,82,9,49,4,64,0,25,3,34,75,387,36,502
